"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0060348","bone development","13/288","217/18986",0.0599078341013825,3.9493407578085,5.42298270232413,2.87473693854015e-05,0.00162376270302703,0.00133096903758896,"ADAMTS12/COL1A1/SULF1/BGN/SERPINH1/SFRP4/STC1/MMP14/PLS3/COL3A1/COMP/MSX2/NOTUM",13
"BP","GO:0044706","multi-multicellular organism process","13/288","218/18986",0.0596330275229358,3.9312245158002,5.40222042531393,3.0161920255832e-05,0.00165535343638209,0.00135686339265201,"TEAD4/STC2/STC1/SPP1/TIMP1/IL1B/ITGA2/FOSL1/IGFBP7/IGFBP5/SERPINE2/ITGA5/MMP9",13
"BP","GO:0048754","branching morphogenesis of an epithelial tube","11/288","158/18986",0.069620253164557,4.58961849507736,5.62313758407071,3.02520331034991e-05,0.00165535343638209,0.00135686339265201,"WNT2/COL4A1/MET/MMP14/EDNRA/SHH/MYC/TNC/TACSTD2/MSX2/AREG",11
"BP","GO:0007565","female pregnancy","12/288","189/18986",0.0634920634920635,4.18562610229277,5.46242389811686,3.3054470358623e-05,0.00178087315685997,0.00145974964644478,"TEAD4/STC2/STC1/SPP1/TIMP1/IL1B/ITGA2/FOSL1/IGFBP7/IGFBP5/ITGA5/MMP9",12
"BP","GO:0008544","epidermis development","18/288","393/18986",0.0458015267175573,3.01940203562341,5.02051532562123,3.41530204156499e-05,0.00181217996205464,0.00148541127070937,"ETV4/CLDN1/INHBA/CDH3/MET/SFRP4/SNAI1/KRT80/SHH/JAG2/FOXQ1/SULT2B1/IGFBP5/KRT17/MSX2/EREG/LGR5/CRABP2",18
"BP","GO:0061138","morphogenesis of a branching epithelium","12/288","190/18986",0.0631578947368421,4.16359649122807,5.43912618549437,3.48130957090744e-05,0.00181963374885341,0.00149152100547755,"WNT2/COL4A1/SULF1/MET/MMP14/EDNRA/SHH/MYC/TNC/TACSTD2/MSX2/AREG",12
"BP","GO:0014009","glial cell proliferation","7/288","61/18986",0.114754098360656,7.56500455373406,6.37361713874635,3.72072611696269e-05,0.00191617395023578,0.00157065326949803,"SLC7A5/SHH/IL1B/IL6/SOX4/ASCL2/AREG",7
"BP","GO:0051384","response to glucocorticoid","10/288","134/18986",0.0746268656716418,4.91967247097844,5.6510276112547,3.84734941994432e-05,0.00195266922733986,0.00160056779072283,"CLDN1/PDX1/STC1/IL6/ANXA3/FOSL1/IGFBP7/DDIT4/IL1RN/AREG",10
"BP","GO:0045931","positive regulation of mitotic cell cycle","10/288","136/18986",0.0735294117647059,4.84732434640523,5.58825923637005,4.36742275580999e-05,0.00218495921297808,0.00179097170753291,"CCND1/CDC6/CDC25B/SKA3/CDCA5/UBE2C/SPHK1/CDK1/RRM2/AURKA",10
"BP","GO:0045787","positive regulation of cell cycle","17/288","365/18986",0.0465753424657534,3.07041476407915,4.95685545754218,4.58301911411261e-05,0.0022605257658623,0.00185291224969386,"CCND1/CDC6/ECT2/IL1B/CDC25B/FAM83D/SKA3/CDCA5/FOSL1/UBE2C/SPHK1/CDK1/RRM2/MAD2L1/AURKA/MSX2/EREG",17
"BP","GO:0071222","cellular response to lipopolysaccharide","13/288","228/18986",0.0570175438596491,3.75880238791423,5.2011420831937,4.80130070994515e-05,0.00233529931753165,0.00191420278304392,"MMP3/SLC7A5/IL1B/IL6/SPON2/CXCL2/CXCL3/CXCL5/SERPINE1/CXCL10/CXCL1/CXCL11/MMP9",13
"BP","GO:0060562","epithelial tube morphogenesis","16/288","331/18986",0.0483383685800604,3.18663981201746,4.98078262228751,4.93997748602759e-05,0.00236983577480392,0.00194251169493832,"WNT2/MTHFD1L/COL4A1/CTHRC1/ADAMTS12/MET/MMP14/EDNRA/SHH/MYC/TNC/TACSTD2/CXCL10/MSX2/AREG/LGR5",16
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","17/288","368/18986",0.046195652173913,3.0453842089372,4.91740820991367,5.07324405123721e-05,0.00237982834475327,0.00195070242452198,"INHBA/ANLN/CCND1/CDC6/TRIP13/E2F1/CDC25B/SKA3/CDCA5/PKMYT1/IER3/UBE2C/CDK1/RRM2/MAD2L1/AURKA/UBD",17
"BP","GO:0051785","positive regulation of nuclear division","7/288","64/18986",0.109375,7.21039496527778,6.17631810626728,5.09671975603927e-05,0.00237982834475327,0.00195070242452198,"IL1B/SKA3/UBE2C/SPHK1/AURKA/MSX2/EREG",7
"BP","GO:0038065","collagen-activated signaling pathway","4/288","15/18986",0.266666666666667,17.5796296296296,7.9722206271597,6.20341807377706e-05,0.00282854121312246,0.00231850427971533,"COL4A1/COL1A1/COL4A2/ITGA2",4
"BP","GO:0022411","cellular component disassembly","19/288","450/18986",0.0422222222222222,2.78344135802469,4.75183166356962,6.2192368192584e-05,0.00282854121312246,0.00231850427971533,"MMP1/MMP3/PDPN/FAP/ADAMTS4/ATAD2/MMP14/MMP11/CKAP2/MYC/IL6/MMP7/TPX2/CDK1/AURKA/HMGA1/FSCN1/DDIT4/MMP9",19
"BP","GO:0002062","chondrocyte differentiation","9/288","116/18986",0.0775862068965517,5.11476293103448,5.51685831091044,6.93537581596535e-05,0.00311380591121931,0.00255233061405364,"ADAMTS12/SULF1/LOXL2/COL11A1/TGFBI/SERPINH1/COL3A1/COMP/MSX2",9
"BP","GO:0045840","positive regulation of mitotic nuclear division","6/288","47/18986",0.127659574468085,8.41578014184397,6.31729589873999,7.3634981364825e-05,0.00326417347771667,0.00267558419962529,"IL1B/SKA3/UBE2C/SPHK1/AURKA/EREG",6
"BP","GO:0001763","morphogenesis of a branching structure","12/288","207/18986",0.0579710144927536,3.82165861513688,5.06590891753985,7.98610360925846e-05,0.00349591685495289,0.00286554007137471,"WNT2/COL4A1/SULF1/MET/MMP14/EDNRA/SHH/MYC/TNC/TACSTD2/MSX2/AREG",12
"BP","GO:0001889","liver development","10/288","147/18986",0.0680272108843537,4.48459939531368,5.26364472112371,8.43150584032866e-05,0.00358288781971345,0.00293682860451428,"CLDN1/MET/CCND1/SLC7A5/PDX1/CEBPB/IL6/ITGA2/PCSK9/AURKA",10
